,No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
"0,1,A,""Agilent Technologies, Inc."",Healthcare,Diagnostics & Research,USA,44.89B,36.74,144.68,-0.34%,""2,198,417"",S&P 500,3.94,0.20%,302.00M,-0.32%,27.08,10.37%,-19.27%,301.14M,-6.24%,1.21B,2.62,1.18,90.70%,1.42%,-5.60%,6.32B,7.10,71.00%,0.22%,2.66,-1.97%,17.90,8.08,11.70%,175.32,14.63%,5.08,28.50,14.00%,24.30%,112.47 - 179.57,-9.38%,0.84,42.31,22.90%,14.70%,-19.43%,1.01,0.58%,1.70,8.50%,53.90%,28.64%,3.77,17000,2.20,11.90%,21.30%,36.66,2.49% 2.41%,Yes,0.51,102.30%,19.10%,1.37,145.17,Yes,0.51,Nov 22 AMC,19.10%,1.61M,-,-5.35%,-6.62%,-4.35%"
"560,561,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,46.35B,7.00,60.53,0.60%,""5,758,233"",-,8.65,0.60%,766.00M,4.38%,8.62,-14.81%,-17.72%,284.61M,8.01%,6.79B,1.24,1.94,87.20%,2.09%,10.93%,105.11B,0.44,3.00%,0.15%,1.08,28.65%,11.69,5.18,5.40%,68.27,60.90%,29.26,2.07,5.65%,137.50%,36.10 - 60.73,7.76%,-,4.40,36.00%,10.50%,-0.33%,0.85,-,0.70,13.10%,30.30%,67.68%,1.22,158000,0.80,20.90%,9.70%,66.68,1.93% 1.90%,Yes,5.36,351.90%,6.50%,1.05,60.17,Yes,3.54,Nov 23 AMC,0.00%,5.49M,2.10,5.92%,6.71%,15.91%"
"561,562,DEN,Denbury Inc.,Energy,Oil & Gas E&P,USA,3.98B,-,76.93,0.43%,""400,150"",-,-2.46,2.40%,51.09M,-0.95%,14.55,112.59%,0.00%,48.71M,3.14%,-118.00M,-,0.77,-,6.97%,5.28%,1.09B,3.64,187.50%,0.19%,5.80,21.72%,19.82,3.88,-6.80%,98.42,175.73%,0.03,2209.17,32.60%,-11.80%,27.14 - 91.30,0.44%,-,15.58,-18.70%,-123.60%,-15.74%,-,-,0.40,-9.80%,57.30%,183.46%,4.10,698,0.40,77.50%,25.60%,48.51,5.44% 5.12%,Yes,0.02,109.40%,-10.80%,0.68,76.60,Yes,0.00,Nov 04 BMO,-,585.28K,1.70,1.04%,-4.03%,9.60%"
"562,563,DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,122.41B,33.60,206.28,-0.61%,""291,910"",-,6.14,0.70%,584.50M,-2.41%,-,-,0.00%,579.23M,-1.77%,3.60B,2.92,-,9.50%,0.07%,3.52%,17.23B,7.11,89.50%,0.09%,1.86,10.15%,15.96,12.92,8.20%,225.34,30.81%,6.54,31.53,11.50%,38.00%,153.67 - 223.14,-6.30%,3.96,65.48,4.90%,12.90%,-7.55%,0.65,1.92%,0.80,4.00%,60.40%,34.24%,2.55,27783,1.60,-1.70%,29.40%,36.23,0.80% 0.95%,Yes,2.14,-6.60%,20.90%,1.28,207.55,Yes,1.87,-,0.00%,228.75K,1.70,-4.24%,-1.82%,5.33%"
"563,564,DFS,Discover Financial Services,Financial,Credit Services,USA,36.52B,7.63,127.54,-1.44%,""2,325,522"",S&P 500,16.72,0.40%,298.00M,1.47%,9.48,-23.49%,-3.77%,291.51M,10.91%,5.08B,-,3.51,87.20%,1.75%,-1.34%,10.67B,3.42,-60.40%,0.05%,2.78,9.27%,40.96,3.11,4.60%,141.56,30.46%,44.40,2.87,-,44.90%,81.27 - 135.69,10.37%,2.00,6.60,-6.90%,28.80%,-6.01%,1.67,1.57%,-,6.90%,-,56.93%,3.22,17600,-,-0.30%,88.60%,65.14,2.30% 2.30%,Yes,1.52,44.30%,47.70%,1.27,129.40,Yes,1.52,Jan 19 AMC,10.90%,1.83M,2.10,6.84%,9.29%,7.00%"
"564,565,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USA,49.78B,21.25,217.08,-2.68%,""4,122,800"",S&P 500,10.21,0.20%,232.49M,-8.89%,19.33,10.43%,-44.84%,231.19M,-4.00%,2.44B,3.21,2.56,94.80%,3.44%,2.01%,33.98B,1.46,60.00%,0.13%,4.86,-3.21%,26.62,8.15,9.50%,248.36,2.67%,2.13,101.85,6.62%,38.70%,173.50 - 240.14,-7.95%,1.68,40.57,21.90%,26.00%,-9.60%,0.50,0.77%,0.20,10.60%,31.90%,25.12%,5.32,158000,1.10,3.90%,9.70%,34.56,2.62% 2.12%,Yes,0.00,-9.70%,7.20%,2.52,223.06,Yes,0.67,Dec 02 BMO,15.70%,1.64M,2.00,-5.28%,-3.90%,-1.12%"
"565,566,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USA,17.66B,8.54,142.30,-1.87%,""1,312,654"",S&P 500,16.67,0.30%,123.00M,-8.71%,15.91,-35.99%,-38.96%,120.73M,-15.50%,2.17B,-,3.01,93.80%,2.37%,-0.14%,11.05B,1.60,70.70%,0.20%,2.28,4.44%,51.97,2.74,16.00%,167.80,14.40%,7.95,17.89,-7.11%,33.70%,113.36 - 174.16,-17.75%,2.48,11.29,16.60%,13.80%,-18.29%,1.04,1.74%,1.50,4.70%,40.80%,25.53%,4.54,40000,1.60,-0.40%,23.90%,29.00,3.23% 2.53%,Yes,0.63,-2.60%,19.70%,1.05,145.01,Yes,0.63,Oct 21 BMO,13.90%,1.25M,2.10,-13.06%,-9.19%,-1.02%"
"566,567,DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,USA,3.53B,-,21.57,-6.18%,""280,283"",-,-0.67,1.10%,88.26M,-12.03%,81.09,129.31%,0.00%,35.31M,-19.21%,-,-,0.04,84.60%,4.45%,-49.01%,156.80M,22.52,-40.60%,-1.33%,2.96,-,7.85,2.75,-,44.11,-,1.16,18.60,62.31%,-,22.74 - 50.30,-21.08%,-,141.21,-,-0.90%,-57.12%,-,-,2.20,-,68.70%,-5.15%,1.81,560,2.20,43.20%,-,26.58,6.15% 6.66%,Yes,0.39,-,-,0.53,22.99,Yes,0.38,Nov 08 AMC,-,530.51K,2.30,-18.47%,-30.11%,-38.83%"
"567,568,DHI,""D.R. Horton, Inc."",Consumer Cyclical,Residential Construction,USA,37.44B,8.62,98.53,-1.23%,""2,689,593"",S&P 500,11.44,0.40%,357.80M,3.45%,6.45,7.38%,-7.27%,320.12M,-8.23%,4.18B,0.81,2.79,83.50%,2.24%,13.19%,27.77B,1.35,78.00%,0.00%,2.50,13.53%,41.61,2.37,19.30%,120.22,42.06%,8.45,11.66,10.60%,30.90%,68.38 - 110.45,-9.15%,0.90,246.95,37.00%,20.60%,-10.79%,1.64,0.91%,-,18.00%,28.40%,44.09%,3.20,11788,-,26.70%,19.30%,42.48,3.84% 2.90%,Yes,0.36,65.00%,15.00%,0.94,99.76,Yes,0.23,Feb 02 BMO,6.90%,2.87M,1.90,-4.56%,-2.92%,4.40%"
"568,569,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USA,215.44B,37.81,293.31,0.43%,""3,163,163"",S&P 500,7.76,0.20%,715.10M,-0.80%,28.80,3.64%,-48.04%,634.98M,-6.88%,5.64B,1.70,2.48,80.90%,0.67%,-2.68%,28.07B,7.68,49.80%,-0.08%,1.60,3.37%,56.19,5.22,7.30%,351.42,23.89%,3.47,84.42,22.30%,14.90%,211.22 - 333.96,-10.85%,0.84,34.00,14.60%,6.60%,-12.17%,0.72,0.29%,1.10,9.10%,60.40%,38.86%,8.09,67000,1.50,22.90%,24.60%,36.40,3.17% 2.56%,Yes,0.59,32.10%,20.40%,1.19,292.05,Yes,0.59,Jan 27 BMO,9.70%,2.67M,1.90,-6.44%,-6.06%,1.09%"
"569,570,DIDI,DiDi Global Inc.,Technology,Software - Application,China,23.53B,-,4.67,0.00%,""24,012,858"",-,-5.84,-,5.04B,3.78%,5.63,-,-,-,-23.06%,-,-,-,8.70%,-,-43.46%,25.61B,0.92,-9.80%,-1.59%,3.28,-57.78%,23.33,0.20,-,12.00,-,1.48,3.17,-,-,4.18 - 18.01,-6.22%,-,-,-,21.70%,-74.07%,-,-,2.80,-,10.60%,11.72%,0.39,15914,2.80,106.00%,-4.90%,34.74,8.68% 7.47%,Yes,-,104.90%,-,1.09,4.67,Yes,-,-,-,22.04M,3.00,-11.14%,-31.13%,-43.84%"
"570,571,DIOD,Diodes Incorporated,Technology,Semiconductors,USA,4.73B,23.44,97.92,1.04%,""220,883"",-,4.18,2.00%,44.99M,-2.20%,16.78,15.15%,-32.17%,43.62M,-7.64%,193.00M,1.56,1.47,97.80%,1.64%,11.86%,1.68B,2.82,-36.30%,-0.04%,3.06,34.60%,25.70,3.81,9.60%,117.67,27.27%,5.97,16.41,15.00%,18.40%,68.01 - 113.98,-10.83%,-,22.69,30.90%,8.00%,-14.09%,1.06,-,1.70,7.70%,36.00%,43.98%,4.26,8939,2.40,52.30%,13.70%,38.32,4.37% 3.97%,Yes,0.22,191.10%,11.50%,0.95,96.91,Yes,0.19,Nov 03 AMC,0.00%,233.30K,2.10,-6.95%,-8.09%,9.71%"
"571,572,DIS,The Walt Disney Company,Communication Services,Entertainment,USA,274.55B,137.38,151.94,-2.25%,""16,745,997"",DJIA S&P500,1.11,0.10%,1.82B,-3.73%,27.10,37.09%,-2.77%,1.82B,1.02%,2.02B,3.31,0.64,66.60%,1.28%,-13.90%,67.42B,4.07,170.70%,0.19%,1.84,-12.15%,48.76,3.12,1.00%,195.91,-11.37%,8.83,17.20,41.49%,2.30%,142.04 - 203.02,-1.90%,-,138.03,-28.00%,2.20%,-25.16%,1.18,-,1.00,3.90%,33.10%,6.97%,3.44,190000,1.10,26.00%,4.80%,42.78,2.10% 2.01%,Yes,0.61,122.30%,3.00%,1.33,155.44,Yes,0.55,Nov 10 AMC,0.00%,12.63M,2.00,-1.48%,-2.30%,-11.88%"
"572,573,DISCA,""Discovery, Inc."",Communication Services,Entertainment,USA,13.33B,16.64,31.18,6.27%,""9,017,648"",S&P 500,1.87,2.55%,506.00M,3.73%,9.74,16.57%,-4.10%,479.69M,38.15%,946.00M,4.73,0.83,-,6.29%,25.57%,11.89B,1.12,-37.10%,0.38%,4.17,12.08%,22.95,1.36,2.80%,38.53,-15.18%,7.29,4.28,3.52%,8.50%,21.66 - 78.14,32.46%,-,6.40,11.60%,7.80%,-60.10%,1.28,-,2.00,10.80%,61.00%,43.99%,1.51,9800,2.00,23.00%,16.60%,71.57,5.80% 5.35%,Yes,1.27,-46.60%,8.00%,1.24,29.34,No,1.24,Nov 03 BMO,0.00%,7.25M,2.60,21.94%,23.07%,7.01%"
"573,574,DISH,DISH Network Corporation,Communication Services,Entertainment,USA,18.35B,8.68,36.19,-0.30%,""3,534,387"",S&P 500,4.17,4.40%,528.23M,5.26%,13.07,-23.04%,-0.00%,249.33M,12.39%,2.59B,-,0.87,86.20%,9.34%,-16.38%,17.99B,1.02,15.90%,-0.04%,8.40,-7.30%,28.31,1.28,6.60%,49.61,9.27%,10.35,3.50,-,18.30%,28.53 - 47.05,11.56%,-,6.04,11.90%,6.40%,-23.08%,2.08,-,1.10,0.30%,34.80%,26.85%,1.14,13500,1.20,-1.80%,19.30%,64.80,4.16% 3.26%,Yes,1.08,1.30%,14.40%,1.27,36.30,Yes,0.95,Nov 04 BMO,0.00%,2.77M,2.40,8.52%,6.87%,-10.28%"
"574,575,DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,USA,17.56B,-,23.19,-4.33%,""31,564,373"",-,-3.67,6.60%,403.84M,-14.87%,-,32.20%,-12.74%,376.12M,-19.11%,-1463.30M,-,-0.77,62.70%,9.88%,-51.77%,1.14B,15.34,-668.20%,0.18%,2.22,-48.07%,4.52,5.13,-35.40%,59.58,-56.82%,3.80,6.11,-6.80%,-65.20%,23.21 - 74.38,-15.58%,-,-,-,-32.00%,-68.82%,-,-,3.20,-,38.80%,-0.09%,2.14,2600,3.20,60.20%,-,33.63,9.22% 8.06%,Yes,0.68,-21.40%,-,1.88,24.24,Yes,0.68,Nov 05 BMO,-,16.76M,2.30,-15.12%,-28.76%,-50.97%"
"575,576,DKS,""DICK'S Sporting Goods, Inc."",Consumer Cyclical,Specialty Retail,USA,9.56B,8.62,111.61,-1.92%,""1,696,921"",-,12.94,18.40%,83.54M,2.10%,10.00,-26.42%,0.84%,60.14M,5.18%,1.39B,0.48,3.20,-,19.58%,-6.79%,12.07B,0.79,71.40%,0.13%,5.46,22.70%,30.30,3.68,17.30%,148.89,75.45%,16.02,6.97,17.93%,53.20%,61.57 - 142.78,-2.94%,1.75,9.29,15.10%,20.30%,-21.83%,1.73,1.57%,0.60,5.70%,37.30%,81.27%,4.90,16800,1.50,13.90%,15.30%,49.19,4.82% 4.25%,Yes,0.17,51.70%,11.50%,0.79,113.80,Yes,0.17,Nov 23 BMO,8.20%,2.16M,2.20,2.51%,-5.29%,4.74%"
"576,577,DLB,""Dolby Laboratories, Inc."",Communication Services,Entertainment,USA,9.29B,30.91,91.95,0.09%,""642,364"",-,2.98,0.80%,101.23M,-0.41%,21.30,14.30%,-33.70%,64.36M,0.16%,310.20M,1.93,1.06,94.20%,1.23%,2.43%,1.28B,7.25,31.90%,0.06%,1.76,-5.29%,25.66,3.58,10.00%,112.67,-1.78%,12.51,7.35,16.00%,12.00%,83.10 - 104.74,-3.43%,1.00,30.55,10.30%,11.80%,-12.21%,1.00,1.09%,5.50,4.50%,89.90%,10.65%,1.69,2368,5.60,5.10%,26.90%,48.42,1.86% 1.83%,Yes,0.00,62.20%,24.20%,1.42,91.87,Yes,0.00,Nov 16 AMC,28.70%,450.96K,1.60,-1.51%,1.90%,-3.20%"
"577,578,DLO,DLocal Limited,Technology,Software - Infrastructure,Uruguay,7.87B,133.56,29.25,-5.92%,""1,562,054"",-,0.22,10.46%,292.92M,-5.95%,68.99,66.27%,0.00%,129.13M,-13.18%,-,-,0.07,78.00%,7.43%,-52.28%,202.52M,38.84,80.70%,0.92%,4.73,-32.79%,0.87,33.62,-,57.38,-,1.09,26.73,-,-,27.19 - 73.43,-18.04%,-,-,-,61.20%,-60.17%,-,-,1.80,-,-,7.57%,2.70,427,1.80,122.50%,-,38.03,8.84% 7.94%,Yes,0.02,128.10%,-,0.77,31.09,Yes,0.01,Nov 16 AMC,-,2.03M,2.60,-11.56%,-19.57%,-37.85%"
"578,579,DLR,""Digital Realty Trust, Inc."",Real Estate,REIT - Office,USA,44.17B,65.88,155.88,-1.10%,""1,382,194"",S&P 500,2.37,0.10%,283.79M,-3.22%,100.76,-38.37%,-54.78%,283.29M,-8.51%,668.00M,2.84,0.32,-,3.52%,5.65%,4.38B,10.09,-57.40%,0.02%,8.04,-0.28%,58.43,2.67,1.90%,172.61,14.21%,0.41,380.74,23.19%,4.00%,124.65 - 178.22,-11.87%,4.64,-,-8.50%,1.40%,-12.54%,0.24,2.98%,-,17.20%,63.00%,25.05%,3.86,2878,-,10.60%,15.00%,30.30,2.31% 2.15%,Yes,0.85,416.20%,15.30%,1.12,157.62,Yes,0.85,Oct 26 AMC,192.20%,1.24M,2.10,-7.38%,-5.68%,-0.32%"
"579,580,DLTR,""Dollar Tree, Inc."",Consumer Defensive,Discount Stores,USA,29.81B,22.08,130.81,-2.48%,""3,462,878"",S&P 500,5.92,1.34%,224.90M,-7.20%,17.50,34.73%,-0.64%,221.95M,-6.60%,1.38B,1.48,1.76,97.20%,2.24%,31.77%,26.01B,1.15,62.90%,6.12%,1.38,33.48%,32.21,4.06,6.60%,154.40,20.74%,3.08,42.51,14.90%,19.00%,84.26 - 149.37,-6.91%,-,84.36,34.90%,14.20%,-12.43%,0.74,-,0.20,10.50%,29.80%,55.25%,3.48,60217,1.30,3.90%,7.40%,37.14,3.15% 2.32%,Yes,0.45,-30.50%,5.30%,0.96,134.13,Yes,0.45,Nov 23 BMO,0.00%,3.60M,2.50,-5.57%,-2.14%,18.78%"
"580,581,DNA,""Ginkgo Bioworks Holdings, Inc."",Healthcare,Biotechnology,USA,9.80B,-,5.79,-5.70%,""13,212,675"",-,-8.69,14.10%,1.32B,-15.10%,-,31.20%,0.00%,1.09B,-46.64%,-,-,-0.04,73.40%,5.06%,-51.39%,197.40M,49.64,-,4.59%,6.85,-41.63%,1.17,4.95,-,13.62,-,1.03,5.63,-,-,5.78 - 15.86,-30.32%,-,-,-,-,-63.50%,-,-,20.00,-,-,0.17%,0.80,495,20.00,483.40%,-,24.19,11.96% 9.95%,Yes,0.01,-,-,1.64,6.14,Yes,0.01,Nov 15 BMO,-,8.07M,1.50,-33.49%,-46.05%,-45.36%"
"581,582,DNB,""Dun & Bradstreet Holdings, Inc."",Technology,Information Technology Services,USA,8.59B,-,19.70,0.66%,""1,376,686"",-,-0.11,0.40%,428.60M,0.15%,17.61,4.29%,7.62%,323.43M,4.40%,-53.80M,-,0.30,66.50%,2.61%,7.30%,2.05B,4.20,65.10%,-15.88%,4.08,-4.28%,8.36,2.36,-0.50%,26.18,-21.20%,0.54,36.66,10.29%,-1.50%,16.61 - 26.03,-3.86%,-,18.76,-26.80%,1.70%,-24.32%,-,-,0.70,-,69.30%,18.60%,0.56,4039,0.70,22.60%,5.50%,49.53,3.54% 2.65%,Yes,1.00,177.20%,-2.60%,0.67,19.57,Yes,0.99,Nov 04 BMO,-,2.06M,2.20,-1.36%,1.48%,-2.16%"
"582,583,DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA,4.50B,941.62,34.84,2.89%,""1,105,847"",-,0.04,2.30%,121.74M,-16.17%,-,-10.60%,-7.57%,101.75M,-23.45%,29.60M,-,-0.41,79.90%,5.20%,-23.53%,353.00M,12.75,130.50%,0.43%,10.26,-46.13%,8.31,4.19,1.90%,85.83,-52.29%,8.04,4.33,-,2.70%,30.25 - 83.98,-21.88%,-,12.45,38.50%,5.40%,-58.52%,1.74,-,19.50,-,-,15.17%,2.89,360,19.50,-43.60%,7.20%,30.75,9.40% 6.34%,Yes,0.00,-28.30%,8.40%,2.15,33.86,Yes,0.00,-,0.00%,515.14K,2.00,-20.58%,-24.51%,-36.16%"
"583,584,DNP,DNP Select Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,3.83B,7.34,11.14,0.72%,""486,990"",-,1.52,0.07%,343.47M,1.83%,-,-,2.38%,-,2.77%,-,-,-,6.24%,-,3.44%,129.79M,29.48,-,-,0.37,6.40%,9.45,1.18,-,-,8.68%,-,-,-,-,9.75 - 11.08,2.48%,0.78,-,0.58%,-,0.54%,-,7.00%,-,-,-,14.26%,0.09,-,-,12.60%,-,70.32,0.82% 0.82%,No,-,-74.70%,-,1.13,11.06,Yes,-,-,-,430.02K,-,2.13%,2.67%,4.80%"
"584,585,DNUT,""Krispy Kreme, Inc."",Consumer Defensive,Grocery Stores,USA,2.82B,-,16.20,-3.23%,""1,126,616"",-,-0.39,2.10%,166.03M,-7.80%,34.62,13.04%,192.31%,84.09M,1.25%,-,-,0.09,24.70%,8.52%,16.46%,1.34B,2.11,-71.90%,2.70%,5.54,-4.48%,7.39,2.19,-,18.00,-,0.26,61.99,-,-,12.63 - 21.69,-14.38%,0.14,-,-,-0.20%,-25.31%,-,0.86%,0.30,-,-,28.27%,1.09,21000,0.30,18.10%,-,44.99,5.58% 6.99%,Yes,0.59,-,-,0.87,16.74,Yes,0.56,Nov 09 AMC,-,1.29M,2.40,-6.45%,3.05%,4.37%"
"585,586,DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA,4.17B,54.28,18.78,0.32%,""1,767,873"",-,0.35,0.30%,220.29M,-0.42%,55.73,2.74%,0.00%,218.31M,1.40%,74.40M,5.60,0.08,91.30%,2.89%,1.19%,453.00M,9.21,-19.80%,-0.10%,3.63,1.84%,12.38,1.52,1.70%,20.14,4.68%,0.02,772.21,9.70%,2.80%,16.92 - 19.59,-0.27%,0.92,382.56,18.00%,1.60%,-4.13%,0.81,4.90%,-,27.60%,69.80%,10.99%,0.33,81,-,5.20%,14.90%,53.99,1.39% 1.65%,Yes,0.53,31.40%,16.40%,1.02,18.72,Yes,0.53,Nov 05 BMO,264.00%,1.74M,2.30,0.93%,1.77%,1.41%"
"586,587,DOCN,""DigitalOcean Holdings, Inc."",Technology,Software - Infrastructure,USA,6.50B,-,59.49,-9.06%,""7,065,462"",-,-0.23,3.50%,107.95M,-15.89%,102.22,73.21%,-16.07%,62.55M,-24.09%,-21.20M,-,0.09,61.00%,13.73%,-33.24%,396.40M,16.40,-7.90%,0.10%,3.46,15.99%,8.40,7.08,-,116.44,-,5.40,11.03,-,-,35.35 - 133.40,-25.94%,-,-,-,-9.00%,-55.40%,-,-,11.20,-,58.40%,68.29%,6.19,581,11.20,37.20%,-0.80%,29.93,9.58% 7.78%,Yes,0.00,85.10%,-5.40%,2.85,65.42,Yes,0.00,Nov 04 BMO,-,2.48M,1.80,-21.08%,-34.92%,-10.59%"
"587,588,DOCS,""Doximity, Inc."",Healthcare,Health Information Services,USA,8.50B,96.91,46.03,-3.09%,""1,397,339"",-,0.47,1.10%,186.17M,-3.38%,77.88,5.54%,-14.56%,60.98M,-17.38%,-,-,0.13,48.80%,10.53%,-34.13%,277.50M,30.63,99.00%,0.11%,2.36,-18.82%,4.15,11.09,-,71.36,-,4.02,11.44,-,-,41.17 - 107.79,-8.18%,-,-,-,68.60%,-57.30%,-,-,8.70,-,88.20%,11.80%,3.57,713,8.70,76.10%,-,37.06,7.22% 6.58%,Yes,0.00,259.50%,-,0.51,47.50,Yes,0.00,Nov 09 AMC,-,2.72M,1.90,-7.13%,-21.46%,-31.68%"
"588,589,DOCU,""DocuSign, Inc."",Technology,Software - Application,USA,27.01B,-,130.44,-0.11%,""3,893,561"",-,-0.58,1.10%,197.60M,-4.04%,60.81,8.55%,-6.45%,191.30M,-13.66%,-111.90M,-,0.47,78.50%,4.41%,-49.92%,1.96B,13.80,-11.10%,0.01%,1.59,-54.94%,1.21,107.80,-4.80%,209.52,-47.67%,3.95,33.00,45.30%,-43.90%,126.91 - 314.76,-14.36%,-,64.52,-7.50%,-21.20%,-58.56%,0.83,-,1.00,42.10%,77.70%,2.78%,8.65,5630,1.00,42.50%,-4.90%,29.87,6.43% 5.45%,Yes,3.05,90.80%,-5.70%,0.73,130.59,Yes,3.00,Dec 02 AMC,-,5.32M,2.20,-12.17%,-32.77%,-46.10%"
"589,590,DOO,WisdomTree International Dividend ex-Financials Fund,Financial,Exchange Traded Fund,USA,4.63B,-,43.44,0.49%,""29,007"",-,-,-,81.17M,2.05%,-,-,-,38.04M,4.75%,-,-,-,-,-,4.09%,-,-,-,-,-,2.26%,-,-,-,-,4.19%,-,-,-,-,39.78 - 45.17,3.79%,1.68,-,-,-,-3.83%,2.77,3.87%,-,-,-,9.20%,0.34,-,-,-,-,72.00,0.75% 0.68%,No,-,-,-,3.41,43.23,Yes,-,-,-,8.50K,-,3.05%,4.57%,1.50%"
"590,591,DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada,3.17B,10.58,81.20,-1.53%,""65,210"",-,7.68,2.59%,39.05M,-1.81%,9.85,11.20%,0.00%,37.86M,0.27%,-,-,2.01,71.14%,1.21%,-13.38%,7.12B,0.45,-,-,6.41,6.80%,-2.80,-,-,108.97,17.61%,-,-,-,-,63.79 - 102.96,-7.42%,0.41,-,-,-,-21.13%,-,0.50%,-,-,-,27.29%,2.53,14500,-,-5.20%,-,44.37,2.72% 2.70%,Yes,-,-35.80%,-,0.91,82.46,Yes,-,Dec 01 BMO,-,71.74K,1.50,-2.78%,-3.50%,-5.43%"
"591,592,DOOR,Masonite International Corporation,Industrials,Building Products & Equipment,USA,2.72B,18.76,111.02,-1.37%,""128,666"",-,5.92,0.20%,24.07M,0.53%,11.39,21.02%,-25.10%,23.59M,-3.45%,146.60M,0.38,1.94,-,1.12%,0.17%,2.58B,1.06,57.90%,-0.05%,1.96,5.60%,30.30,3.66,6.70%,145.11,15.77%,16.04,6.92,50.00%,20.40%,92.76 - 132.22,-5.88%,-,21.23,30.70%,7.70%,-16.03%,1.75,-,2.30,3.80%,24.00%,19.69%,3.02,10500,3.20,11.00%,9.30%,43.73,2.70% 2.49%,Yes,1.19,273.70%,5.70%,0.95,112.56,Yes,1.19,Nov 08 AMC,0.00%,135.19K,1.40,-2.75%,-3.48%,-4.42%"
"592,593,DORM,""Dorman Products, Inc."",Consumer Cyclical,Auto Parts,USA,3.44B,25.50,105.95,-0.24%,""60,728"",-,4.16,3.30%,31.69M,-1.98%,19.59,15.68%,-1.06%,26.45M,-3.78%,133.40M,1.70,1.35,77.50%,1.12%,5.28%,1.25B,2.76,28.80%,0.07%,2.98,2.24%,28.54,3.71,9.90%,114.33,8.38%,1.76,60.04,15.00%,15.10%,89.30 - 122.96,-6.25%,-,52.84,4.90%,12.20%,-13.83%,0.73,-,0.90,6.40%,35.50%,18.65%,2.84,2681,1.60,15.90%,13.80%,41.37,2.17% 2.69%,Yes,0.28,-1.80%,10.70%,0.61,106.20,Yes,0.00,Oct 25 BMO,0.00%,99.78K,2.70,-2.29%,-5.61%,2.39%"
"593,594,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA,25.49B,27.49,178.48,-1.05%,""710,379"",S&P 500,6.49,0.50%,143.98M,-2.43%,21.28,11.44%,-2.95%,142.68M,3.97%,943.10M,1.86,1.67,85.50%,0.77%,8.10%,7.70B,3.31,1.90%,0.20%,1.71,17.44%,27.03,6.60,9.90%,194.80,42.35%,5.17,34.49,14.79%,26.00%,115.88 - 184.04,-1.72%,2.00,33.67,4.70%,12.00%,-3.02%,1.39,1.12%,1.10,-0.80%,37.90%,54.02%,3.60,23000,1.60,15.40%,16.20%,52.50,1.83% 1.92%,Yes,0.00,31.50%,12.30%,1.10,180.38,Yes,0.79,Oct 19 BMO,30.30%,643.32K,2.30,0.38%,2.39%,10.24%"
"594,595,DOW,Dow Inc.,Basic Materials,Chemicals,USA,44.27B,7.88,60.74,1.33%,""6,740,806"",DJIA S&P500,7.71,0.14%,744.50M,2.77%,9.50,-28.07%,0.61%,738.57M,12.40%,5.79B,0.14,2.10,67.80%,1.90%,3.02%,51.31B,0.86,167.40%,0.19%,2.51,5.10%,22.08,2.75,9.40%,64.77,5.98%,-,-,56.83%,39.60%,51.33 - 71.38,7.09%,2.80,18.25,-,4.70%,-14.91%,-,4.61%,1.00,-,19.00%,18.33%,1.22,35700,1.60,52.80%,12.30%,71.69,2.10% 1.98%,Yes,0.89,-,11.30%,1.21,59.94,Yes,0.85,Jan 27 BMO,36.00%,5.58M,2.70,6.88%,7.00%,-0.87%"
